,review_date,review_title,review_text
201,30 June 2023," Intentional propaganda and business
","
The director, actors, writer, choreographer, fashion designer, vfx team all have contributed in destroyed the whole ramayana and made money out of it. They deserve social boycott and legal punishments not ratings. Just kick all the crew out of the continent.Dialogues are intentionally made third class, the writer says. The war is at the time of night which is against the basic rules of war in satan history. Ravan's living in a coal mine rather than golden lanka. Ravan is a flesh guy being a brahmin. Also Ram sees sita being kidnapped, totally mocked the whole sense of ramayana. Also an exotic scene with vibhisan and his wife. Ram sita re a bit intimate. Hanuman is just a comedy character. Sushen vaidya is a female and also looks like a hot figure rather than a vaidya. Indrajeet, laxman are totally ruined. Prominent charcters like jamvant, nal nil all are animated and have vanished like other vanars which they depicted as monkeys.It feels that the crew has intentionally ruined the story, divinity, characters, language, theme, simplicity and reality of Ramayana. I sorry, it doesn't feel but it is the reality. This movie needs to be banned and also actions should be taken against whole crew by the society and the law.
"
202,18 June 2023," Adipurush: A Masterpiece of Awful VFX, Poor Casting and Ruined Story!
","
Adipurush is a complete disaster of a movie. The VFX is so bad that it looks like it was done by a high school student using outdated software. The casting of actors is also a huge letdown, with none of them fitting the roles they were given. The dialogues are cringe-worthy and seem like they were written by someone who has never written a script before.The worst part of the movie is how it totally ruined the story. It's like the director didn't even bother to read the source material and just made up his own version of the story. The plot is all over the place and doesn't make any sense. The characters are poorly developed and have no depth to them.Overall, Adipurush is a waste of time and money. It's a shame that such a great story was ruined by such terrible filmmaking. Save yourself the trouble and skip this one.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
203,19 June 2023," Very Disappointing
","
Very Disappointing movie, total dark visuals, bad vfx, changed storylinedirector played with people's emotion.Mythology movie was not suppose to be written, it's already just need to be created with same emotions.Stupid director.What they have done, is to make the movie with same simplicity and excellence Ramanand Ji created, boom movie already hit and watcher will be from all 4 generation. But director is drunk or what I don't know same drunk the casts and totally disappointed with prabhas and kriti sanonAt the end,
movie aisi banao ki 4 generation 400 saal tk gaaliya de.Pagal log.
"
204,18 June 2023," Very disappointed 😞
","
What were the creators thinking while shooting the movie...and i don't think the writer has ever read 'RAMAYAN'. Mr. Raut you must watch Ramanad Sagar Ramayan.#prabhas #kritisanon didn't expect this blunder.Misleading the youth of our great nation. Boycott this movie...no proper information , only VFX to make money...and even the cartoons have better animation.The facts shows in the movie are not 100% true..Makes me angry ..had so many expectations from this movie but disheartened to see that directors can do anything to make money.We understand makers have limited time of 3 hours to finish the movie...but atleast show the facts and make it worth watching.#boycott #adipurush.
"
205,18 June 2023," Adipurush -An Ambitious Mythological Epic That Falls Short
","
""Adipurush"" promised to be an epic retelling of a beloved Indian mythological tale, but unfortunately, it falls short of expectations. The film, directed by Mr om raut boasts an impressive cast and a grand scale production, but it fails to deliver on its potential due to weak dialogues and a lackluster presentation of characters.One of the most disappointing aspects of ""Adipurush"" is its dialogues. The lines lack depth and fail to engage the audience. The script seems to rely heavily on clichés and lacks the poetic or impactful language that one would expect from a mythological epic. The dialogues are often forgettable and fail to create a strong emotional connection with the viewers. This becomes a major drawback, as a good dialogue can elevate the performances and enhance the overall cinematic experience.The way the characters are presented is another letdown. The film revolves around iconic characters from Indian mythology, such as Lord Rama and Ravana, who are meant to have rich and complex personalities. However, the character development feels shallow, and the performances fail to bring out the depth and nuances of these legendary figures. There is a lack of emotional depth and connection in the portrayal of the characters, making it difficult for the audience to truly invest in their journey.Additionally, the pacing of the film is inconsistent. While some scenes are well-executed and keep the audience engaged, there are moments where the narrative drags, and the story loses its momentum. This uneven pacing disrupts the flow of the film, leading to a disjointed viewing experience.However, the technical aspects alone cannot save the film from its weak dialogues and lackluster character presentation. Despite its grand scale and visual appeal, ""Adipurush"" fails to leave a lasting impact.In conclusion, ""Adipurush"" falls short of its potential as a mythological epic. Weak dialogues and a disappointing presentation of characters hinder the film's ability to engage and captivate the audience. While the production design and visual effects are impressive, they alone cannot salvage the film.
"
206,18 June 2023," So distusted by this movie. Epic fail.
","
Seems like it's made just to mock Hindu faith. Dialogs, costumes, makeup of actors everything is a joke.Intentions of the director and actors are suspicious behind making such movie.Public specially little children should not be allowed to see this movie, this is not how shree ram or Ravan or any other god should be presented.On top of that, the vfx of this movie seems like created by a single intern working overtime without pay. This movie sucks at some many levels.Please don't waste your time and money on this pathetic movie. It should be banned all over the world. They shouldn't have made such a movie.

                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
207,18 June 2023," Worst movie
","
It's a worst movie. Movie should be banned in India. It is an insult to our sentiments. All character depiction in movie is wrong. It is not ramayan written by valmiki ji. It is just an imagination of director itself.Dialogues is pathetic
looks of all characters is wrong and
inappropriate.Acting of Prabhas ,Kriti Sanon Saif Ali Khan etc is pathetic
Important scene is missing, unnecessary imagination of director inserted in this movie unnecessaryDon't waste your time and money in this movie. It is an mockery to our culture nothing else.VFX is not good.Dialogue,acting ,story ,VFX all are worst.
"
208,20 June 2023," BOLLYWOOD KEEPS ON INSULTING OUR RELIGION OUR PRECIOUS HISTORY AND STOP CALLING RAMAYANA A MYTHOLOGY
","
I wish if I could give them negative rating. It's not a new thing to see Bollywood insulting our religion, our history. It's really pathetic to see people calling Ramayana a mythology when it's our precious history. Firstly, Maa Sita does not dress up like the way it is shown in the movie. Shri Hanuman does not look like the way it is shown and there are so many other flaws and wrong story presented in this movie. The dialogues are so stupid that Bollywood never thinks for a second on what they are trying to show. It's so pathetic to see Bollywood always inspiring nonsense from Western culture and producing all pathetic movies which is all about sexual scenes, abusive language and so on and now they try to mess with an inspiring history called Ramayana. All thanks for Ramanand Sagar ji who presented to us a real Ramayana story and this movie is simply an insult. People need to wakeup and take action against Bollywood and completely boycott them.

                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
209,18 June 2023," An Underwhelming Mythological Misfire
","
Adipurush, touted as an epic mythological extravaganza, falls far short of its lofty promises and leaves the audience disappointed. Director Om Raut's ambitious attempt to recreate the timeless tale of Ramayana with a modern twist ultimately proves to be a convoluted mess that fails to live up to its potential.One of the major shortcomings of Adipurush lies in its storytelling. Despite having a rich source material like the Ramayana, the film's narrative feels disjointed and lacks coherence. The screenplay fails to effectively adapt the complex characters and intricate plotlines, resulting in a confusing mishmash of sequences that fails to engage the audience. The film jumps from one event to another without providing a proper foundation or emotional connection, leaving the viewers feeling detached and uninvested in the story.Another glaring issue with Adipurush is its casting choices. While Prabhas, known for his charismatic presence, tries his best to embody the iconic character of Lord Rama, his performance lacks depth and fails to capture the essence of the legendary hero. The supporting cast, including Kriti Sanon as Sita and Saif Ali Khan as Ravana, delivers lackluster performances, further diminishing the film's overall impact. The chemistry between the characters feels forced and lacks the necessary chemistry to make the relationships believable.The visual effects, touted as one of the film's main highlights, are underwhelming at best. While there are a few visually stunning moments, the overall execution feels mediocre and fails to create a sense of awe that one would expect from a mythological epic. The action sequences, though ambitious, suffer from poor choreography and lack the finesse required to make them truly captivating.Adipurush also stumbles in its attempt to present a modern take on the Ramayana. The film incorporates elements of social commentary and attempts to address relevant issues, but the execution feels heavy-handed and lacks subtlety. The message gets lost amidst the chaotic narrative, leaving the audience perplexed and detached from the intended themes.Overall, Adipurush is a disappointing cinematic experience. Its lackluster storytelling, uninspired performances, subpar visual effects, and muddled attempt at modernization make it a forgettable addition to the ever-expanding list of mythological adaptations. While the concept held immense potential, the execution falls flat, leaving audiences longing for a more captivating and faithful retelling of the epic tale of Ramayana.
"
210,20 June 2023," Don't waste your money in watching
","
From the 2010's, and every scene looks fake. Charecter arcs are missing completely and hence charecters dont make sense at all in their mannerisms. Choice of actors is veyry poor - prabhas is miscast, superficial and wodden . He has outdone his cardboard acting from Radhe Shyam, saif as ravana tried hard and has great screen presence but also ravan + lanka = straight out of game of thrones + vikings + punk rock band. Hanumans dialogues - street style. Cinematic liberties = too many. The movie is a disgrace of indias most loved epic - Ramayana. Avoid at all costs.from the 2010's, and every scene looks fake. Charecter arcs are missing completely and hence charecters dont make sense at all in their mannerisms. Choice of actors is veyry poor - prabhas is miscast, superficial and wodden . He has outdone his cardboard acting from Radhe Shyam, saif as ravana tried hard and has great screen presence but also ravan + lanka = straight out of game of thrones + vikings + punk rock band. Hanumans dialogues - street style. Cinematic liberties = too many. The movie is a disgrace of indias most loved epic - Ramayana. Avoid at all costs.
"
211,18 June 2023," WASTE OF MONEY - DON'T WATCH
","
I recently watched the movie Adipurush, and I must say, I was quite disappointed. The story lacked depth and failed to captivate my interest. The theme seemed disjointed, and the dialogues felt forced and uninspiring. Additionally, the direction left much to be desired, with poor execution of key scenes and an overall lack of coherence. It's disheartening to see such potential go to waste. I had high expectations for this film, but unfortunately, it fell short in several aspects. Overall, I wouldn't recommend Adipurush if you're looking for a compelling storyline, well-developed characters, and skilled direction.

                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
212,24 June 2023," Jo bhi ye lekin ye Ramayan to Nahi ye definitely not Ramayan
","
Allright i saw movie
And i understand and i scrolled through 2hole lot of reviews...and i see some are at 1 constantly(obvious)
But there are some at 9 10 or 8....
I am like bruh, have you watched or just touched the star you saw...Sure vfx at some level is oke, some what fine acting by only person saif ali khan. But rest of the cast is here for cheque and so as vfx artist and production designer. Thats some lazy ass creatures man.Common india ko samjne ki kohish to karo. Every other nation is still stick to their root of myth or stories they didnt mess with it.Sure you tried for gen z ... But yaar genz is not as dumb as you think.. probably with this movie you set a necessary standard of unnecessary content that gen z should consume outside of youtube and tiktoke.But all in all its very bad attempt and seriously creators take responsibility of this disaster.Just say sorry and move forward.Cz i wish i can say its bad... I cnt find a word that is appropriate here .. so just be sorry
Its not Ramayan ... Nd as a story point of view its also bad not that audience already know story but also as a filmmaker Yu failed to represent an epic.Money wasted bro money wasted....
Tanhaji was great.... Sorry you failed here.
"
213,18 June 2023," Where are the facts??? Ridiculous adaptation of a great story...
","
To demean our historic legacy with such amateurish story telling and 80's graphics in 2023 is an insult to the viewing audience!To the writer(s) - get your facts right!1) Ravana was not a Mughal styled ruler! He was a super intelligent leader and got caught in the wrong battle so badly that he had to be embarrassingly defeated after a long battle.2) It is hard to believe that Gods speak Mumbai Hindi like street-side goons!3) Lord Ram has fought many battles like a 14 year exile and fighting to rescue and bring back his better half from a country that was unreachable about 5000 years ago. He did all of this and led his life with great dignity. Prabhas (who was great in Bahubali) portrays him like a domestic political activist that's ready to fight at any provocation. This is just not correct...4) The saddest part in this tirade was Lord Hanuman, who was reduced to a comic rather than the mountain of strength that he is. Over a billion Indians pray to Lord Hanuman at any time when they need some strength from within. The film makers could best depict him as an ape face side-bob with a lacking physique in comparison to any of the other leads, ridiculous!For those that have missed watching this flick and are still eager, please give yourself and your senses some rest and avoid this film like the plague!
"
214,21 August 2023," What a cheap movie this is
","
The animation is the worst Ive ever seen, normal Bollywood movies have cheap animation but this goes beyond being cheap. Then the fight scenes are boring, the sound effects are boring. What's with the pauses in every scene? One person does something then there's a pause for several seconds before the other guy responds.Gorillas look like cheap copies of the planet of the apes movies. Then there's a bear, that looks like a straight copy from the jungle book.We also have Thor type weapons appearing and disappearing effects.Dialogues are cheap. Colour grading is cheap everything looks fake obviously.

                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
215,19 June 2023," Biggest disappointment from a movie ever
","
I think they didn't even read Ramayana and started making movie on basis of their assumptions. Ramayana itself is the world's best truth not a story, and the truth should be shown as it was / is. Its a worst movie ever. I mean look at the way how Ramayana tell us about bhagwan Shree Ram and the Ravana and in the movie the truth was vanished.The lanka was made up of gold and they showed us an evil dark place full of bats . Ravan had pushpak vimaan and they showed Ravan flying sitting at the back of a bat , is he a bat man??. They tried to make us fool by showing these Irrelavent things . I am very very disappointed by this movie.

                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
216,18 June 2023," This movie is not to be boycotted but deleted
","
Delete this movie from internet and remove from all the cinema halls.Hanuman was not 'bandar'. He was 'banar'. There is difference.Bad vfx.Bad dialogues.Bad screenplay.Bad acting.Bad direction.Bad casting.Bad costume.Bad makeup.Bad editing.1star only for music which was a little good.There are 10 aspects to a movie which I could think of right now. But this movie fails to impress or attract in any of those.Ravan's Lanka was made of gold. Here they made it black some kind of creepy den. Both director and the dialogue writer are trying to justify saying this is inspired from Ramayan, then why they have used lord's synonym names and used?After seeing this movie i can only say, yeh sab kya dekhna pad raha hai. Achha hai main andhaa hun!!
"
217,18 June 2023," Worst film making ever
","
I was searching for 0 rating option...worst film making..i wonder how can any artist select this type of project after reading scripts...i don't know how much they know about ramayan but atleast you should have that decency to play such legendary characters in better way..it's a really disappointment to watch prabhas playing such bad script and making his image worst in the industry....worst thing is that they have just shown VFX instead of real story...some time you people should think about the role instead of money.... God has blessed you with everything still if you are doing such worst things for money purpose then you will pay for it in future.... Everything has to be accounted for in his court....

                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
218,18 June 2023," 2023 biggest disappointment.... make joke of ramayan by Creation Team
","
Kuch bhi.... worst movie of all time of bollywood cinema in term of everything... not utilized the money in proper way... in this amount can make something very very good. Creation team, you should rethink what you have made in this movie... poor dialogue, screen play. Picturization... no content.... no Sanatanism.... poorest of poor... no religious ethics... worst communication between characters.... a lot to say but feels that always learn the subject before starting the pre production.. always should have sympathy with the subjects.. it is just not like someone wanted to make a movie and started shooting.

                    5 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
219,19 June 2023," Such a disaster
","
Didn't expect this level of distortion.. Bollywood literally insulted Ramayan in multiple language..Let me explain
1. The way they dress, their character and persona shown miserably wrong
2. Dialogues are bizzare at times, didn't expect such dialogues from Ramayan age
3. VFX is cut copy paste work with some slight changes here and there looks who ever worked on VFX is on cheep thrills
4. That ravan and meganath characters are straight out of aqua man
5. Some scenes lost essence like Lanka should be bright golden or atleast natural but it's all dark.And many more anyway hope they understand and make things better.

                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
220,18 June 2023," TRASH
","
This movie is a disappointment the worst part is that movie fails to connect there is no emotions even tho this historical event made you cry every time you hear some about it ram played by prabhas never connects with you every one did a poor job its a totally disaster and waste of time waste of money you can bare with vfx but he dialogues has poor quality its a shame how they re-presented ramayan ravans lanka is soo dark that you can't see properly what exactly going on and the fighting scenes are sooo poorly done that any time you see someone fighting you don't get the reason behind it action is very poor.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
221,18 June 2023," Disappointed and Disgusted: Adipurush Fails to Impress
","
As an avid film enthusiast and a fan of epic mythological tales, I was eagerly awaiting the release of Adipurush with high expectations. Unfortunately, after watching the film, I can't help but feel deeply disappointed and even disgusted by the overall execution. Adipurush falls short on multiple fronts, leaving me with a bitter taste in my mouth. The dialogues are clunky and lack impact, failing to resonate. The unnecessary emphasis on violence and gore feels gratuitous and out of place, tarnishing the moral and ethical teachings at the core of Ramayana. Overall, Adipurush is a messy and disappointing film that fails to do justice to the timeless epic it is based on. It lacks coherence, strong performances, and visual finesse, making it an exhausting and forgettable experience. Save your time and seek out better retellings of the Ramayana story that capture its essence and beauty. Please DO NOT WATCH this movie.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
222,18 June 2023," Watching this mivie was a torture to the eyes
","
I had the misfortune of buying a non-refundable ticket for this movie and I can't stress enough on how poorly this movie has been executed. Leave alone the actual Ramayan, the movie has such unnecessarily loud and gingoistic background score which will leave you with ith a headache. The dialogue are very poorly written and don't even start with the animation. There were parts of the movie which literally felt like a joke in the name of animation. Creative liberty is important but not at the cost of character development and storytelling. Unfortunately, for me, this movie was absolutely rubbish.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
223,18 June 2023," Disappointing Adipurush: A Mess of Bad Acting, Casting, and Emotional Manipulation
","
I recently had the unfortunate experience of watching the highly anticipated film, Adipurush, and I must say it was an absolute letdown. The movie promised a grand retelling of a legendary tale, but what unfolded on the screen was a mishmash of bad acting, poor casting choices, and blatant MANIPULATION of sentiments. The film's bad casting choices, poor acting, and the deeply concerning DISREGARD FOR CULTURAL sentiments make it an utterly disappointing experience.However, what truly exacerbates the film's shortcomings is its blatant disregard for cultural sentiments. Adipurush takes a revered mythological tale and distorts it, causing deep offense to those who hold it dear. Instead of treating the source material with respect and sensitivity, the film takes liberties that are not only unnecessary but also disrespectful.By altering the storyline and characters, Adipurush needlessly hurts the sentiments of a significant portion of the audience. It demonstrates a lack of understanding and empathy towards the cultural significance of the narrative it attempts to depict. This insensitivity is both disappointing and deeply concerning. It becomes difficult to invest in a film when it fails to connect with the audience emotionally and remains ignorant of the cultural context it attempts to portray.In conclusion, Adipurush is a deeply unsatisfying film that disappoints on multiple levels. Its bad casting choices and lackluster performances diminish the viewing experience, while its insensitivity towards cultural sentiments further exacerbates the film's flaws. I cannot recommend this film to anyone looking for a meaningful cinematic experience, as it falls short in every regard.
"
224,18 June 2023," Director must have drunk watched few English movies then mixed into Ramayana all at once
","
THIS IS NOT RAMAYAN.Director must have been drunk while watching Harry Potter, GoT, planet of Apes and then the Ramayana, where he mixed all of them to create a 3hour tortureOnly BGM is good.Now the long list of what was bad:In the Ramayana, Sri Ram's actions always uplifted dharma, but in this so-called-Ramayana has no address of explaining dharma at all.Slum side dialogues - can't explain how cringe it is when spiritual characters' fall to the level of road-side ignorant's level of communicationSometimes Kriti Sanon shows her bare belly (definitely not acceptable for the character she played). Was a fan of her acting, but since Adipurush she also proved that anyone can do anything for money.Ravana time travelled from TrethaYug to Europe and became a hippy. He was feeding his Bat non veg, while he is a staunch brahmin.Lakshman isn't called as Lakshman
Meghanad was nothing but Chor-bazaar version flash
Asuras: Voldemort with tattoos.
"
225,19 June 2023," Worst Ever
","
How someone can make that worst Movie with Cheap Chapri language? It's a matter of fact they reserved a vacant seat for Hanuman Ji in cinemas just for getting publicity stunt, if Hanuman ji really comes on that seat then he'll really beat them Producer, Director, casting with Gada.VFX really horrible and The mighty Golden Lanka looking like Koyla Lanka nagri. What's the role of that huge dragon like bat , Ravan had Pushpak Viman. Ohh god the Gorillas , in real there were no King kings in actual Vanar Sena. It was not an army of monkeys, it was an army of Vanars and Vanars and monkeys are different concept.The beautiful Ashok Vatika in this movie is looking like a Graveyard.This movie is really harmful for your eyes.No particular role of Laxman and Sita.
"
226,18 June 2023," Is it really a film ?
","
This is the worst movie I have ever seen. Can't believe the film can even happen. It is also not believed that such a big superstar like Prabhas can do this movie. I could have made a better movie if I was given the responsibility of those who directed this movie. We needed to have a little respect for Hinduism. But this movie didn't keep any of it. Please don't watch this movie if you have any respect for Hinduism. I am surprised about another thing. I did not know that such dialogue can be used in the movie made on Sriram. In the end, I would like to say that those who worked in this movie are nothing but inferior people. It would be wrong to say that people are inferior animals who have no knowledge.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
227,19 June 2023," An abysmal take on the Epic. An insult to Hindus
","
Can't get my head around the dialogues. They are not just hollow and stupid but also insulting to the piety of the Gods. It's crazy how you have one job and enough money and time to carry it out and yet you fail so horribly. The movie leaves out most of the important sequences that are there in the text. Goes without saying that the CGI is comically worst. Dialogues are super cringy. Acting could have been better. Songs do not even deserve a place in an epic fantasy like this. Prabhas's skin looks like it's been so much digitally toned and perfected that it looks caricaturing. The calmness and composure of Lord Ram is missing by like 100 miles. The casting is bad as well. There were better choices for Ram and Laxman's characters. Overall, the movie is not just bad, it's an insult to the epic Ramayan.

                    6 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
228,18 June 2023," Very bad movie, please don't baste your time and money
","
What was it? How can Bajrang talk like Dharavi ka Tapori? Lanka was looking like a darna manaa hai movie's haunted house. Prabhas had same expressions throughout the movie and I have to respect John's acting now. Prabhas was looking like animated body builder and Bajrang was forgetting to keep air in mouth in between scenes. Sometimes Bajrang had swallowed lips and sometimes normal. Om Raut and Bhushan Kumar are selling garbage. Every monkey from Ramanand Sagar's Ramayana did better job than Adipurush's Director/Producer/Actor/Actress/Technician all of them together. VFX is so poor and looks like a paint brush effects. Bollywood should stay away from epic, extravagant, magnificent, history and VFX. This is so bad that I was blaming myself why I wasted my money on this? I should have donated this money to poor people outside railway station and they would have given me blessings which would have been much better than watching Adipurush.

                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
229,21 June 2023," It should not exist.
","
After watching the teaser for Adipurush I knew it's going to be bad, but creator proved me wrong it's worse than that.As Creator said it's a 3D experience, I watched it in 3D still my opinion is same.Only the songs, music and BGM does it's job perfectly. It pumps you at moments.But every other department in this movie sucks.It was very evident that VFX are going to be bad and it delivers exactly that. They used still frames for motion shots many times; the frames were dropping in battle sequences.I still think casting of ""Prabhas"" as lord Ram is wrong. Felt like he is still in Bahubali mode.Kriti done a decent job as Sita, Saif did good as ""Ravan"", other than that nothing works.Biggest failure is the dialogue and screenplay. Just pathetic writing. Lost the essence of purity that lord Ram, Hanuman, Sita had in their language.There are a lot of character and plots were excluded and things they added in story has no heart and felt jarring.Costumes are not authentic, felt very artificial and lack of detailing shows the research done by the team.Fighting sequence from start to end are very average, very poorly choreographed. Battle was staged in dark; it was very hard to see anything. That was done on purpose to hide bad CGI and poor fights. Just nonsense.Last epic battle between good and bad can't get bad than this.Creators are lost and have no understanding of the Ramayana, it's core, it's emotion, it's sanctity, it's importance. No reverence for the Epic.It's a template for ""How to make a disaster"".Don't boycott this movie just forget this happened and watch 1992 Japanese Ramayana instead.
"
230,18 June 2023," Worst movie ever.
","
Worst movie in the world.First of all, I have a humble request to all of you not to call Ramayana (Mythology) because it is our history.I can not address Adipurush with any kind of number (I would not give it any rating) because only and only humor has been made in it.There is not a single Ramayana dialogue anywhere in this entire movie.Ravana was a very learned king and he is shown as a Mughal.The most important thing in the war was that Angad's warning dialogue was not the only one which could show the dignity of Purushottam.They made Meghnath (Flash), Honorable, I want to know from you that in which epic you had read that only Laxman ji gets snakebite and for that Lord Hanuman ji went to get Sanjeevani, where was Shakti Baad.If I talk about this whole movie, there is not a single scene in it which defines spirituality.I want to know what thought you guys made this.This movie is fully inspired by Mughals. Not from Ramayana.If you guys think that I am saying wrong then you can discuss me on this I am ready with facts.
"
231,19 June 2023," HORRIBLE ! EPIC DISSAPPOINTMENT !
","
I am giving 1 star because it can't get any low than this.Dialouges : Horrible
Screenplay : Horrible
Character's Looks : Horrible (even for bad characters the looks are not justifying)They can't even understand the correct emotion behind Ramayana. Our history is a joke to these propoganda filmmakers as they have not shown a single sliver of respect to our ancestors and our culture.Adipurush the movie fails horribly in every aspect of film making. What I can't seem to understand is after having so many scriptures/puranas/granths , how can they not get the gist of it.Are they that dumb?Maybe not a single person on the Adipurush Movie's team has seen the movie in its entirety before the actual release. That is the only reason they have created such a mind numbing dumb motion picture on one of our greatest ancient treasure.Movies like this should be BANNED and filmmakers like them should be ashamed of themselves. Have some dignity and leave the film business.
"
232,18 June 2023," wastage of time and money😣
","
ADIPURUSH - A DISAPPOINTING CINEMATIC EXPERIENCEAdipurush, touted as a highly anticipated blockbuster, fails to live up to the hype and expectations surrounding it. From its weak storytelling to questionable casting choices, the film leaves much to be desired. In this review, I will delve into the specific points that contribute to its disappointing nature.LACKLUSTER STORYTELLING:
Adipurush suffers from a lackluster and poorly executed narrative. The storytelling feels disjointed, with significant gaps and underdeveloped character arcs. The plot fails to engage the audience, leaving them disconnected from the events unfolding on the screen. The script lacks depth, relying heavily on clichés and predictable plot twists that do little to surprise or captivate viewers.MISFIT CASTING:
One of the major drawbacks of Adipurush is the misfit casting choices. The film features a star cast that seems more concerned with their stardom than delivering convincing performances. The lead actor fails to embody the character, lacking the necessary depth and emotional range required for such a pivotal role. This miscasting severely impacts the overall viewing experience and hampers the authenticity of the narrative.POOR CHARACTER DEVELOPMENT:
The characters in Adipurush are severely underdeveloped, reducing their impact and making it difficult for the audience to empathize with them. The lack of backstory and motivation for the characters leaves them feeling one-dimensional and unrelatable. The film fails to explore the emotional depth of its characters, resulting in a superficial portrayal that fails to leave a lasting impression.NCONSISTENT VISUAL EFFECTS:
While Adipurush boasts grand visuals, the execution of visual effects leaves much to be desired. The inconsistency in the quality of CGI is jarring and often takes the viewer out of the immersive experience. Some scenes are visually stunning, while others appear amateurish and poorly rendered. This inconsistency undermines the film's overall production value and fails to deliver the visual spectacle expected from a high-budget production.Pacing Issues:
Adipurush suffers from significant pacing issues, resulting in a lack of cohesion and rhythm throughout the film. The narrative jumps between scenes and timelines without proper transitions, making it difficult to follow the story's progression. The pacing often feels rushed, sacrificing crucial moments that could have added depth and emotional resonance to the film.Lack of Originality:
The film falls victim to a lack of originality, relying heavily on tried and tested tropes and formulaic storytelling. Adipurush fails to bring anything fresh or innovative to the table, leaving the audience with a sense of déjà vu. The lack of original ideas and unique storytelling elements further diminishes the overall impact and appeal of the film.Conclusion:
Adipurush, despite its pre-release hype and promising premise, disappoints on multiple fronts. Its weak storytelling, misfit casting choices, poor character development, inconsistent visual effects, pacing issues, and lack of originality all contribute to a lackluster cinematic experience. As a viewer, it is disheartening to witness the potential of a film being squandered due to these fundamental flaws. Adipurush fails to live up to its own aspirations and leaves audiences yearning for a more engaging and compelling cinematic journey.
"
233,19 June 2023," Worst cheap movies
","
Our holy book Ramayana, but the film they have made about Lord Shri Ram is very cheap and ridiculous, they have no right to hurt anyone's sentiments so much, they have destroyed our religion. And we didn't expect this from South's hero Prabhas, why after reading this kind of script, after reading this kind of dialogue, no one would be able to change it and he himself would do this kind of work for the greed of money. And such dialogues have been found spoken by our Hanuman in this film, which he would never have spoken. Om Raut and Manoj Muntashir have no right to play with the feelings of people of any one religion.
"
234,25 June 2023," This is Not Ramayan
","
Just watched the movie. What they have tried to show is absolutely false, this is not the true story of Ramayan. They tried to focus mainly on the war, but while doing that they forgot the most important parts of the actual story. VFX were horrible it looks more like a video game, the characters shown didn't have any impact, horrible acting and portrayal of the characters, the direction is bad and not up to the mark, the language used by the characters and dialogue delivery was a disaster and a disappointment. I don't understand what they were trying to show, please don't show this version of such a great story to your children, it's not true at all.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
235,19 June 2023," Worst👎
","
Worst movie ever. The film creaters made this movie very bad to demolish hindu god Lord sri Ram & Lord . It's clear attack on sanatan dharm . The way they presented maa Sita 👎 Ravaan in chapri look , Bivisan in mordon look, they changed full story & Om Raut wrote his own Ramayan. Where is golden Kingdom Lanka?? The dialogues are very bad feels like chapri pro Max. How this movie passed from sensor board. While watching this movie for a single fraction of time I didn't feel emotion of Ramayan. At same-day in our village Ramleela program was happening & it was far ahead than this movie without any VFX & CGI. Om Raut said to leave one sit for Lord Hanuman ji & it's our turn to respect his decision & leave all the theatre empty for whole Banar sena🐒🐵🙈🙉🙊🦍

                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
236,18 June 2023," It's a joke. 3rd class VFX, worst dialogue
","
First of all don't consider it as the recreation of The Ramayana. Because this movie doesn't have even 1% of the class that Ramanand Sagar's Ramayana has.Worst VFX I have ever seen. The dialogues the actors are delivering it's insult of the story of the Ramayana. The graphic animation is very unrealistic. Bollywood should stop competing with Hollywood in terms of VFX and animation. Don't waste your money on this. There are many good content in which you can invest that money. And the worst part is this movie is making money by the negetive publicity. It's a shame that they made the story of The Ramayana looks like a joke.

                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
